bus_id,route_id,route_name,stop_id,stop_name,hour,crowd
BUS777,2ok,381-D D24G-EMTS,1ad,Gadipalya,10,High
BUS778,1nz,366-Z ANK-CNP,3z9,Muneshwara Temple,11,Low
BUS779,1jw,293-R SBS-LHIA,53c,Kundalahalli Metro Station,11,Low
BUS780,28y,288-G KBS-VSD-KDHCBC,20y,Basavanahalli Cross,2,Medium
BUS781,uq,398-H,xu,Thore Doddy High School,19,High
BUS782,ih,306-M KMT-KDR,347,Hope Farm,23,Medium
BUS783,fx,289-C,4np,Nagaresh Nagenahalli,1,Medium
BUS784,1kn,505 VRK-ELCW,4t8,Bettahalasuru Village,14,Low
BUS785,250,500-J,36r,Jagajeevanram Nagara,9,High
BUS786,v4,VNS-8,4qh,Nelagulli Cross,1,Medium
BUS787,15w,323-B,689,Vinayakanagara Ramohalli,21,Medium
BUS788,1wi,242-LA,1tw,Chikkahosahalli Gate,22,Medium
BUS789,1a9,ADITI-14,3i6,Renuka Nagara,7,Medium
BUS790,22x,279-A HBL-VSD-KMT,j2,Jodi Ragi Thimmasandra,4,Medium
BUS791,72,401-AK,24y,CS-Munnekolalu Cross,19,High
BUS792,2ev,88-A BSN-GPO,di,Laggere Bridge,3,Medium
BUS793,2mx,409,55y,Garvebhavipalya,17,High
BUS794,1id,288-J MGRMS-CBL,1fh,Oil Mill Road Junction,12,Low
BUS795,2iq,316-T,3rx,Kuduregere Gate,21,Medium
BUS796,1mg,289-AB,3qi,Maruthi Mandira,16,Low
BUS797,1w5,G-2 NGVJ-SJP,3og,Ananda Rao Circle,7,Medium
BUS798,yk,500-CH KLN-SJP,1oo,Glass Factory,16,Low
BUS799,1ag,MF-500EB BYPMS-ELC,38z,Kempapura,11,Low
BUS800,1ff,288-A GPO-KDH,2np,Krishnananda Nagara,15,Low
BUS801,1oz,D35G-YKH,42c,Ganagaluru,23,Medium
BUS802,1n7,248-T,5ql,Jnanabharathi Metro Station,9,High
BUS803,16u,KRPGH-HSK,2k2,Gangadaranapalya,21,Medium
BUS804,do,290-R,z4,Kempaiahnapalya Cross,16,Low
BUS805,1n4,238-U SBS-MDPC,4gf,Aralumallige,19,High
BUS806,1t6,APS-20,5tv,Ananthapura Gate,9,High
BUS807,1z7,401-B HPN-MSP-YHKOT,5s2,Carmelram Railway Station,4,Medium
BUS808,2tn,MRTG-IIHS,nm,Pandithana Agrahara,8,High
BUS809,1uh,248-Z,65z,Kapayana Doddy,9,High
BUS810,gp,228-G,26m,Metrocorp Nirvana Layout,21,Medium
BUS811,1mt,269-B KBS-RCP-D45,35d,Adugodi,4,Medium
BUS812,8v,280-A AGLO-KBS,w,Tharabanahalli,3,Medium
BUS813,gs,282-F HBLB-MNH,654,Huskur Cross,1,Medium
BUS814,ik,45-E,zh,Sophiya School (KIA),19,High
BUS815,25g,L & T-04,2zz,RC College,7,Medium
BUS816,ky,D50-DVHOBS,3x1,Graphite India,1,Medium
BUS817,2gh,82-AR,2kg,Koramangala Water Tank,1,Medium
BUS818,1i3,328-H ATB-SJP-ABS,6d,Depot-46 Gate,22,Medium
BUS819,1dy,TEPL-2,4ja,AGS Layout Cross,19,High
BUS820,1ch,500-LA,2j8,Nanjappa Circle,23,Medium
BUS821,298,213-H,5fo,Havanur Circle,7,Medium
BUS822,176,10-J CLO-NDH-KBS,27j,Konasandra Cross,2,Medium
BUS823,5i,250-DT,3z0,B Krishnappa Nagara,12,Low
BUS824,16d,500-D MRHB-RTNP,4ev,Kalamandira  Marathahalli Bridge,13,Low
BUS825,m4,500-CS,1je,Darshan Farm,0,Medium
BUS826,yb,293-E,35e,Kumaraswamy Layout Police Station,1,Medium
BUS827,az,241-D VSD-BDG,43j,Gandhi Bazaar,10,High
BUS828,e,227-R,541,KG Lakkenahalli,10,High
BUS829,2xb,211-P,3p3,Subramanyanagara Thyamagondlu,10,High
BUS830,2v5,43-B,tb,Nrithyagrama,15,Low
BUS831,2op,MF-24,1ui,Shilpa Bakery Horamavu Road,6,Medium
BUS832,15r,79-G,1yv,Bikkanahalli,14,Low
BUS833,1cw,D20-BSK,5o6,Bommasandra,20,High
BUS834,1yc,328-H ATB-KDG,52d,MICO Shramajeevi Colony Arakere,21,Medium
BUS835,mo,2,9l,Dasanapura,7,Medium
BUS836,1x,225-C BEML5-JNSVS,278,Ankanahalli,14,Low
BUS837,2od,242-B D31G-TVK,3jq,Basavanapalya,8,High
BUS838,lk,365 KBS-JRML,4nk,Ganjalahalli,13,Low
BUS839,md,CALLBUS-2,257,CS-Swastik Sheshadripuram,6,Medium
BUS840,30w,285-X DBR-KBS,3q4,Timber Yard Layout,14,Low
BUS841,cw,254-D KBS-KMP,2i9,Geddalahalli,6,Medium
BUS842,4p,500-QD YBS-CSB,3bd,Town Hall,12,Low
BUS843,1y6,214-G D44-SMH-GTH,1e7,Vinayakanagara Varthur,6,Medium
BUS844,jb,VNS-23,1w7,Chambenahalli,5,Medium
BUS845,1j5,354,23p,RV College,8,High
BUS846,2at,214-L,4r9,Mugaluru,3,Medium
BUS847,206,255-N,2p0,Navodaya School Bagalur,14,Low
BUS848,116,144-E,401,MS Palya,21,Medium
BUS849,2vw,335-E,323,Gangamma Circle,9,High
BUS850,2sa,VNS-2,4x8,Addiganahalli,6,Medium
BUS851,1ow,HSS-7,am,Dommasandra,6,Medium
BUS852,2zd,300-MV,3vj,Johnson Market,21,Medium
BUS853,qc,253,521,Poultry Farm,7,Medium
BUS854,3l,281-F KBS-MYH-HNS,3bw,Malleshwara Railway Station,4,Medium
BUS855,ao,248-AB NGSMS-CKB,2k,Agrahara Layout,14,Low
BUS856,pq,D44-TLSP,5ww,Chikka Basti,21,Medium
BUS857,17x,BEML5-KSLOW,60a,Jayasuryanagara Kogilu,3,Medium
BUS858,14y,Oasis-1B,x8,NR Colony,2,Medium
BUS859,2wn,293 SBS-MYLH-HNS,5bx,Mata Mallasandra,20,High
BUS860,gy,331-A SBS-KDG,13w,Ganesha Temple Tavarekere,4,Medium
BUS861,12m,MF-25,2oh,Chikka Tumkur Cross,19,High
BUS862,234,272-B,1fb,CK Thandya,22,Medium
BUS863,y1,298-MK,4rp,Thirumala Gate,8,High
BUS864,z7,297-J DVH-DBP,1tj,Kamblipura Gate,2,Medium
BUS865,1wr,242 D31G-KMT,1fl,Haldenahalli,16,Low
BUS866,2tp,266-C D45-KKL,3sq,Karahalli,11,Low
BUS867,16g,378-D ELC-D12G,76,Kuppa SiddanaDoddy,6,Medium
BUS868,2ej,333-H D41G-MKO,1vx,Ganagaluru Circle,2,Medium
BUS869,11q,D45-MSP,18,CS-Thataguni Sai Garden,15,Low
BUS870,2ci,347-N,9x,Binnamangala,4,Medium
BUS871,1mw,281-F,3dl,RMS Sanjayanagara,6,Medium
BUS872,2cx,258-SB,1yy,Machohalli,15,Low
BUS873,161,ST BENEDICT-10,5ht,Mavallipura,17,High
BUS874,13k,305-P,1ee,Sorahunse Gate,21,Medium
BUS875,2gs,328-H HSK-D41G,5ay,MEI Colony Laggere,18,High
BUS876,2ur,294-A SBS-KSHH,4wp,Kuvempu Circle,23,Medium
BUS877,4w,266-Q KMT-LXP,397,Rajajinagara Old Police Station,18,High
BUS878,11d,282-B,5qm,Koli Farm,4,Medium
BUS879,2zy,MBS-12 PSS-ANP,wn,Hadripura,23,Medium
BUS880,2qu,BEML-33A,6ba,Muthsandra,7,Medium
BUS881,1lg,VNS-04,39h,Nayandahalli Junction,20,High
BUS882,bv,228-G KCP-KBS,cd,Hampinagara RPC Layout,15,Low
BUS883,tl,352-B,tw,Suradenapura Cross,4,Medium
BUS884,2ae,215 KMT-D44G,nt,Akkayammana Betta Huttanahalli Cross,19,High
BUS885,16y,96-G D31G-SNB,r0,Sanjay Gandhi Hospital,14,Low
BUS886,2n0,221-G,520,CS-Pottery Town,23,Medium
BUS887,17d,D24G-TNF,1pw,Ganesha Temple Vasanthanagara,0,Medium
BUS888,1j1,171 KBS-SNCA,2fb,Vaddarapalya,8,High
BUS889,2kx,356-M KBS-D32,22y,Bandapura Gate,0,Medium
BUS890,2rn,5F KGR-ANP,5wj,Peddanapalya Cross,2,Medium
BUS891,we,MF-45 VTTMC-ABG,um,Hullahalli Cross,18,High
BUS892,2dq,266-G D45-MTGHL,jq,BTL College,5,Medium
BUS893,yw,304-E,1ii,Yadalam Nagara,21,Medium
BUS894,28p,KIA-6,4uu,Indira Canteen (DESI MASALA),8,High
BUS895,bc,MDR-AVLH-RMP,1j4,Bellikere Cross,6,Medium
BUS896,1or,D43-VNC,63x,Kuppemala,12,Low
BUS897,16v,238-D DPJN-NBV1S,6dc,Kachamaranahalli,8,High
BUS898,1s3,375 JBS-BEML5,45t,Banandur Circle,2,Medium
BUS899,17d,D24G-TNF,52a,Museum,15,Low
BUS900,1s9,298-AP,44j,Om Shakthi Temple,1,Medium
BUS901,2v6,285-MA SNBS-DBP,33p,Devinagara Cross,23,Medium
BUS902,18z,251-C,1ap,GBJ Colony Gate Doddanekkundi,20,High
BUS903,2a3,VLO1-KGR,4p4,Chokkanahali Government School,12,Low
BUS904,1nk,250-S PSS-GLB,g,Chinnakurchi,12,Low
BUS905,11m,201-R CSB-BEMLF,37v,2nd Stage  H B R Layout (2nd Cross),10,High
BUS906,30j,300-DA,1xc,Muneshwara Swamy Temple,7,Medium
BUS907,e0,SBS-1K SBS-D41G,54p,Shankarnagh Bus Stand,3,Medium
BUS908,2vf,SJBHS-9,6dk,Mahadevapura,21,Medium
BUS909,2rb,258 SNBS-NMG,29z,Hejjala Cross,12,Low
BUS910,1ts,18,x8,NR Colony,21,Medium
BUS911,1zj,508 D45G-HSK,ax,Sajjan Rao Circle,7,Medium
BUS912,2y3,227-H,69p,Anchipura Cross,12,Low
BUS913,1lc,210-B KTNR-KMT-VSD,2d2,Indiranagara 100ft Road,15,Low
BUS914,2fe,306-MB,4u6,Kamblipura Cross,9,High
BUS915,jb,VNS-23,37v,2nd Stage  H B R Layout (2nd Cross),17,High
BUS916,1dm,242-MA,5ve,Muttarayanapura,21,Medium
BUS917,nu,291,266,Hesaraghatta,11,Low
BUS918,i8,D46-PTML,2ht,Patel Pillegowda Layout,19,High
BUS919,2ri,D41G-CKTP,3b1,Thippasandra,6,Medium
BUS920,27a,314-T RMN-VSD-KBS,3y0,Pothalappa Garden,16,Low
BUS921,22f,KBS-1I D6G-KDG,3ts,Goravanahalli Cross,15,Low
BUS922,17m,CALLBUS KWS-7,5cq,Vishwanath Nagenahalli,12,Low
BUS923,2oi,25-A,4qr,Bande Maramma Bus Station,6,Medium
BUS924,13d,SVH4M-BEMLKML,3xi,Yelahanka Santhe Circle,5,Medium
BUS925,1j9,380 SBS-MVJ,581,HSR Layout Bescom Office,23,Medium
BUS926,295,289-F YST-HSK,4ql,Govardhan Talkies,20,High
BUS927,h0,SVPS-2,52g,Koramangala Water Tank,5,Medium
BUS928,2wm,MF-1GA ITPLMS-WTTMC,6d4,MTR Hotel,17,High
BUS929,1z1,306-M,1a8,Sheshadri Nagara,6,Medium
BUS930,2n3,112,c4,Pallavi Talkies,6,Medium
BUS931,2ai,360-K KSR-ATB,wp,BDA Flats Kommaghatta,15,Low
BUS932,cc,248-BA,3nb,CS-Arishinakunte,6,Medium
BUS933,2ic,242-CB D35G-TGP,4dv,Nisarga Badavane Cross,6,Medium
BUS934,kl,MF-1K MDR-KDGMS,xr,LTG Aishwarya,9,High
BUS935,26w,271-F,xv,Krishna Garden BHEL Layout,15,Low
BUS936,16m,288-H KBS-AGS-TDL,1i8,HAL Kalyana Mantap,0,Medium
BUS937,1f3,201 BSK-KVASC,lx,Kumaraswamy Layout 2nd Stage,2,Medium
BUS938,2mu,BEL GS-30,ch,C R P F Kaggalipura Main Road,6,Medium
BUS939,2gw,KRM-GPTE,15q,Thirumalashettyhalli  Cross,7,Medium
BUS940,22o,D6G-NRG,1kh,Nagasandra Circle,6,Medium
BUS941,2mf,MF-47,3r5,Sonnenahalli,16,Low
BUS942,2ss,330-G SBS-MRHB-DDNK,gx,Jangamakote Cross,2,Medium
BUS943,ji,326-E,17s,Naganayakanahalli,4,Medium
BUS944,1zh,342-Q KMT-D42G,4ml,Solur Hassan Road,1,Medium
BUS945,2g1,226-P,hb,Muddanahalli,0,Medium
BUS946,mx,112-A,2nj,Upkar Layout Cross,23,Medium
BUS947,sn,285-AA,3n9,Jalli Machine,21,Medium
BUS948,2s1,MDP-ITPB,4r8,Kempalinganahalli,18,High
BUS949,gs,282-F HBLB-MNH,65l,CS-Bhattarahalli Bank Of India,10,High
BUS950,2u,HAL PV-10,2t4,Seegehalli Gate,3,Medium
BUS951,2lh,YTTMC-YPRS,3in,Vishwa Chethana College,7,Medium
BUS952,29d,282B KBS-MSGH,4r3,Kalkere School,18,High
BUS953,162,228-A,5js,Jalavayu Vihara,7,Medium
BUS954,1tj,364-G KBS-D34G,1bp,Lingarajapura Bridge,16,Low
BUS955,wg,227-L,gb,K Dommasandra,21,Medium
BUS956,6i,340-K,cd,Hampinagara RPC Layout,9,High
BUS957,15j,V-342F,2fj,Kolipura,9,High
BUS958,1ep,300-E KRPGH-SMVR,32l,Devanahalli Cross Sulibele,9,High
BUS959,d2,372-C D34G-NSB,4fy,Avalahalli Electronic City,9,High
BUS960,272,D43-ASK,3fs,Chinnakurchi,12,Low
BUS961,ah,301-D,4zv,Ramakrishna Nagara,22,Medium
BUS962,315,211,3iq,Heggadagere Cross,16,Low
BUS963,13s,95,5h9,Chikka Adugodi,14,Low
BUS964,75,114-C,5l0,Marison Factory,15,Low
BUS965,1r2,215-KA,3sw,Bhovipalya,19,High
BUS966,2b1,SCS-7,2e7,Madappanahalli,6,Medium
BUS967,16m,288-H KBS-AGS-TDL,4yu,Yale Kodigehalli,11,Low
BUS968,1bj,BEMLA-12,5cn,HMT Layout 8th Mile,1,Medium
BUS969,2hd,507-D,48m,Chikkabanavara Railway Station,7,Medium
BUS970,tc,253-F,3kx,Thindlu,0,Medium
BUS971,31w,V-500DF KDG-HBLB,1dd,PVP School,14,Low
BUS972,4s,407 NMG-NES-PTH,2ys,Cantonment Railway Station,8,High
BUS973,mr,316-C,5bg,Gollarahatti,10,High
BUS974,2e1,317-K,4v4,Dalmia Circle,7,Medium
BUS975,1r3,210-E,ks,Ramapura Cross,21,Medium
BUS976,rz,291 SBS-MNP,zp,10th Cross Magadi Road,5,Medium
BUS977,2pn,MF-1C,31l,Kengeri Club,12,Low
BUS978,1lk,360-D,54r,Devasandra,21,Medium
BUS979,30q,ITPL-7B,128,Electronic City East Phase-II,9,High
BUS980,b1,500-L BSK-TNF-KRPGH,325,Devalapura,5,Medium
BUS981,mb,328-F,2vk,Milk Booth JP Nagara,2,Medium
BUS982,en,285-MC PTH-SBS-HAL,40x,Choodasandra Circle,12,Low
BUS983,k2,235-L,7e,Weavers Colony Nelamangala,0,Medium
BUS984,2us,238-U VTTMC-JNM,5ix,Kammasandra Gate,13,Low
BUS985,l6,226-E,1v7,Halanayakanahalli,17,High
BUS986,88,114,2lz,Ramachandrapura,8,High
BUS987,1z0,500-HG,nx,Escorts,6,Medium
BUS988,192,BEL GS-39,56m,Peenya Satellite Bus Station,8,High
BUS989,ih,306-M KMT-KDR,4pm,JC Nagara,17,High
BUS990,2t5,BEML A-21,2na,Ramakrishnapura Circle,8,High
BUS991,23r,295-B,1z0,Ramohalli,15,Low
BUS992,2nb,242-JK,30r,NICE Office,5,Medium
BUS993,mi,227-GA STBEN-KMT-KBS,58x,Jayanagara 40th Cross,17,High
BUS994,c2,250-L,4s4,Sharadha Colony,18,High
BUS995,2uo,K-2,4c,Koshys Hospital Kalkere,10,High
BUS996,2we,365,2lw,Uttarahalli,16,Low
BUS997,2yh,MF-48,5o7,Chikka Mariyappanapalya,18,High
BUS998,mo,2,e8,Shankanipura Gate,22,Medium
BUS999,1fw,ITPB-4N,43s,Brahma Devara Gudda,15,Low
BUS1000,2,600-G,1u6,Pipeline Vasanthapura,17,High
BUS1001,1d4,289-B PTH-KYH,4xl,Byrapura,23,Medium
BUS1002,2zu,335-E SNBS-KDG,3t1,TCI,18,High
BUS1003,wh,298-M KMT-DVH,41u,Mallapura,14,Low
BUS1004,267,258-P,mg,Kengeri Satellite Town,19,High
BUS1005,m4,500-CS,3aq,Kotalammana Devasthana,21,Medium
BUS1006,2kt,342-H STJN-GGSK,2hw,Kranthiveera Sangolli Rayanna Railway Station,8,High
BUS1007,yw,304-E,1gj,Gunjurpalya,12,Low
BUS1008,1tg,79-A,jy,Hunasuru Junction,16,Low
BUS1009,hv,KBS-1K KBS-HALM,lo,CS-Bhoopasandra,16,Low
BUS1010,1pm,369-K KBS-DLF,45j,GTRE Engine Division,6,Medium
BUS1011,1cz,253-W D40G-TMH,5re,Jalahalli Bakery,11,Low
BUS1012,2p5,79-F,2ps,Bettahalli Colony,17,High
BUS1013,1un,401-BB,10z,Lingenahalli,19,High
BUS1014,xx,507-C VRP-KRPMS,1qq,Kadusiddanapalya,14,Low
BUS1015,2j9,399-D ANK-DMS,3nf,Broad Casting Compound Kadanur,16,Low
BUS1016,15d,334-E DBS-KDG,493,Forum Mall,9,High
BUS1017,1g9,MVSM-01,4ap,Banashankari Hunasemara,23,Medium
BUS1018,2ls,KBS-1K,2br,AIR FORCE Quarters,18,High
BUS1019,1oq,DBS-APS,3a2,Kamakya Talkies,2,Medium
BUS1020,2l8,285-YA,4t5,Singena Agrahara Cross,13,Low
BUS1021,zi,269,4vj,Ashwathkatte Sultanpalya,13,Low
BUS1022,1ks,343-N,1n8,BEL Market 1,7,Medium
BUS1023,2xi,SHS-7,63a,Gubbalala,16,Low
BUS1024,5x,V-500E,3f9,16th Main Hopcoms BTM Layout,17,High
BUS1025,2w,305-F D24G-NDVC,1jg,Sarakari Guttahalli Cross,18,High
BUS1026,n0,342-H D42-BLH,2jo,Chamarajapet,15,Low
BUS1027,cs,285-MN,5jp,Maruthi Temple Kamalanagara,22,Medium
BUS1028,19w,228-C,4ag,Hoodi,12,Low
BUS1029,1yl,335-H,5mq,Gowrenahalli,18,High
BUS1030,r7,13-C,yw,Shivananda Store,15,Low
BUS1031,1v1,BMSIT-8,4me,Depot-31 Summanahalli,23,Medium
BUS1032,w5,242-T,3tn,Muneshwara Nagara,7,Medium
BUS1033,1p2,258-VC,1r6,Basavanagudi Police Station,4,Medium
BUS1034,11l,KMT-KRC-RTN-VNS,nd,Ramamurthy Nagara Police Station,1,Medium
BUS1035,2yd,318 KBS-JTP,1ve,Krishnaraja Pura Govt Hospital,17,High
BUS1036,hc,328,35y,3rd Block Jn Banashankari 6th Phase,8,High
BUS1037,21l,332 D41G-BLG,50q,Bidaraguppe,3,Medium
BUS1038,2t7,284-C JLOW-VSD-KBS,5lf,Pipe Line Park,0,Medium
BUS1039,2ik,213-V SGH-HRH,5co,Achyuthanagara Gate,5,Medium
BUS1040,zi,269,ac,Sudduguntepalya,16,Low
BUS1041,28h,289-D HSK-BYRTH-YHKOT,2o5,Ramadevanahalli Cross,12,Low
BUS1042,s3,378-D,38,Harohalli,0,Medium
BUS1043,di,365-Q,36u,Canara Bank Tannery Road,10,High
BUS1044,1xt,253-R,4po,Nandaramaiahna Palya,9,High
BUS1045,xa,VMH-D34G,1qu,Konanakunte,21,Medium
BUS1046,uf,600-G ATB-ISRLO,5pj,Chikka Indluwadi,10,High
BUS1047,1n1,298-C KMT-AGO-KLP,2ya,Ravagodlu Gate,19,High
BUS1048,2b5,267-A,5xv,KRB Indian Oil Petrol Bunk Kembathalli,4,Medium
BUS1049,11f,215-H KBS-ANJ10,372,B Narayanapura,4,Medium
BUS1050,190,600-F ATB-KRM,5qh,Hosakote Toll,2,Medium
BUS1051,18s,215-BA,66v,Chikka Byalakere,10,High
BUS1052,ii,ST BEN-10,4pv,Devagere,19,High
BUS1053,1kw,290-E ARMY-SBS-YHKOT,7u,Tavarekere Mori,4,Medium
BUS1054,1l6,290-G SBS-RSL-BTP,56n,Somathanahalli Gate,14,Low
BUS1055,1jq,284-C KBS-KRC-JLOW,3kt,Double Road,1,Medium
BUS1056,1qo,399-F D27G-ANK-HSK,4xg,Lakshmipura,20,High
BUS1057,3a,401-A D43G-YHKOT,2nt,Jakkur Layout,13,Low
BUS1058,1hk,D33G-BSK3,55k,Ayyappa Temple Yashawanthapura,13,Low
BUS1059,d7,347-B,55i,Singarahalli,18,High
BUS1060,2q4,PTPL-3R,1,BP Indian School Nelamangala,0,Medium
BUS1061,252,SJBHS-4A,4uu,Indira Canteen (DESI MASALA),4,Medium
BUS1062,2tz,36 VSD-KMTFLY-SRN,2uj,Raghuvanahalli Cross,4,Medium
BUS1063,2gn,346-M CSB-GLH,55,Geddalahalli,7,Medium
BUS1064,2tc,304-K,51g,Tin Factory,16,Low
BUS1065,1nb,307-A,11p,Siddaiah Puranik Road Junction,10,High
BUS1066,68,285-RB,1hy,CS-Dayananda Sagar College Banashankari,6,Medium
BUS1067,1ff,288-A GPO-KDH,3h8,Bagalagunte,4,Medium
BUS1068,1kd,365-S MRD-D34G,63n,Bettahalasuru Cross,11,Low
BUS1069,ah,301-D,178,Guduvanahalli Gate,22,Medium
BUS1070,2dv,342-U,430,Carmelaram Railway Station,14,Low
BUS1071,1tz,231-B BNKP-KBS,mg,Kengeri Satellite Town,15,Low
BUS1072,2ou,284-D,579,Hosahalli,14,Low
BUS1073,1pa,BEL GS-1,cl,RV Dental College,4,Medium
BUS1074,2re,335-M,4c8,BEL Layout Dasanapura,6,Medium
BUS1075,w4,238-UM DPN-VJN-UST,4p8,Bettahalli Gate,8,High
BUS1076,2nr,285-MA -DBP-KBS,33z,Nagadenahalli,20,High
BUS1077,4e,BELGS-23,co,Ganagalu Cross,10,High
BUS1078,2qf,311-J D24G-MDH,1jf,Nagarabhavi Vishweshwaraiah Sports Club,7,Medium
BUS1079,uw,MF-250AC,5bj,Gongatipura,9,High
BUS1080,1q5,364-A,47z,Chandrappa Circle,22,Medium
BUS1081,2rw,KBS-12HK HSK-CVRNRG,2yq,Amrutha Engineering College,17,High
BUS1082,198,306-G,5ub,Kaggalahalli Gate,20,High
BUS1083,2ci,347-N,2c1,Veeranahalli,1,Medium
BUS1084,1in,D34G-BGR,2hy,Kurubara Karenahalli,14,Low
BUS1085,14k,221-J,54w,Manganahalli,2,Medium
BUS1086,4p,500-QD YBS-CSB,51w,Singapura,17,High
BUS1087,2s,YTTMC-VYKVLP,db,Yadala,7,Medium
BUS1088,2vg,JNSVS-3,4de,Byatarayana Doddy Cross,11,Low
BUS1089,10x,ELC-PESK,34r,Harohalli,18,High
BUS1090,2ia,D51G-KDMS-KDG,29z,Hejjala Cross,14,Low
BUS1091,30a,D39-HSK,it,Nelagadarenahalli,13,Low
BUS1092,8j,269-B,2uu,Widia School,8,High
BUS1093,1go,VNS-3,5dz,Bhoopasandra Ayyappa Bakery,13,Low
BUS1094,gz,DSC HAL-CVR,5db,Devanahalli Old Bus Stand,7,Medium
BUS1095,2m2,SBS-13K DML-KDG,107,Kotur,5,Medium
BUS1096,rz,291 SBS-MNP,4yr,Mulluru,2,Medium
BUS1097,qk,SCS-5,1s,Chikka Adugodi,2,Medium
BUS1098,7w,500-DG,27s,Bingipura,13,Low
BUS1099,2kv,242-TA KBS-MTK,48r,Chowdeshwari Temple,19,High
BUS1100,1j4,335-S,67o,Shri Vidhyanagara,7,Medium
BUS1101,1b8,266-K,nq,CS-Domlur Marriad Accomadation,18,High
BUS1102,2z0,364-C,2db,Cipla Avalahalli,16,Low
BUS1103,2si,227-ZA KMT-KGLHL,s8,Bhadrappa Layout,10,High
BUS1104,3h,344-F,pp,Nanjapura,7,Medium
BUS1105,12t,KDGC-PTML,22b,Vinayaka Layout,22,Medium
BUS1106,1y3,SBS-SJHSTMS,1bc,Thigalarapalya,12,Low
BUS1107,dq,405 PTH-HSG,5ks,Ravi Tent,19,High
BUS1108,m3,500-Q D10G-TNF-KRPGH,21c,Srirama Reddy Layout,23,Medium
BUS1109,1i9,501-NH BEML5-HBLB,2fd,Kebbahaala,21,Medium
BUS1110,1y0,211-J,59g,Ramohalli,20,High
BUS1111,h1,502-G D45G-ITPL,19j,Domlur,13,Low
BUS1112,2v7,314-FA,7h,Kempegowda International Airport Back Gate,8,High
BUS1113,24c,245-M,1hi,Acharya Institute of Technology,18,High
BUS1114,wp,234 KMT-MRBS-CLO,692,Managanahalli Kankapura Road,15,Low
BUS1115,4c,356-CW UFLY,3x0,Mestripalya,11,Low
BUS1116,1cy,25,2od,Hasiruvalli,6,Medium
BUS1117,17m,CALLBUS KWS-7,223,Challeghatta,15,Low
BUS1118,2d7,214,bt,Venkateshwara College,4,Medium
BUS1119,4n,ST BEN-19,3au,BHEL,11,Low
BUS1120,2mv,225-AB,39p,Gidadapalya,1,Medium
BUS1121,10e,356-ZA D38G-KDMS,5z,Masthenahalli,9,High
BUS1122,1j0,BSK-NRC,561,Bengaluru Central Jail,22,Medium
BUS1123,24i,KRMTTMC-GDML,1m4,Parvathi Nagara,7,Medium
BUS1124,14h,228-H TPR-KMT-KBS,ef,Kattalepalya,6,Medium
BUS1125,15c,PESCE-5,5um,Uttarahalli Bus Stand,18,High
BUS1126,7n,227-C,ig,Bisanahalli,5,Medium
BUS1127,1vs,238-U SPHS-MDPC,gb,K Dommasandra,20,High
BUS1128,x5,D42G-HSS,4cs,Sarakki Signal,14,Low
BUS1129,22w,501-BH BSK-BELF,1en,Chikka Tumkur Lake,17,High
BUS1130,38,293-A,gh,Pillahalli Colony,7,Medium
BUS1131,2bd,227-T,18w,Nursery Farm,15,Low
BUS1132,1jl,ABS-1,xo,Skylark Arcadia Sadaramangala,0,Medium
BUS1133,1u4,280-F OASIS-YHKOT,2bn,New Baldwin School,13,Low
BUS1134,18y,345-E D34G-BGR-ANK,1rp,Maruthi School,11,Low
BUS1135,1s8,267-A SBS-D45G,64s,Vishwapriya Layout Cross,15,Low
BUS1136,2fk,SCS-10,l,Benniganahalli Bridge,9,High
BUS1137,nv,VLS--3,4qz,Vijayanagara Garage,15,Low
BUS1138,1bz,BELGS-4,2sc,Seegehalli Gate  Kadugodi,23,Medium
BUS1139,lx,D41-D41G,2y,IBM Gate,7,Medium
BUS1140,1z0,500-HG,2pn,Nobel Residency,21,Medium
BUS1141,pa,258-VA,1qu,Konanakunte,2,Medium
BUS1142,7z,216-B,40t,Guddadahalli Dinne,15,Low
BUS1143,2e0,230-A,25x,Mylanahalli Bare,19,High
BUS1144,1gl,352-A,48i,Shivanahalli,10,High
BUS1145,300,252-RA,5ay,MEI Colony Laggere,23,Medium
BUS1146,2e3,D38G-ELC-PESK,5bx,Mata Mallasandra,23,Medium
BUS1147,1y,360-K Fly KBS-ATB,2ag,K Karenahalli Cross,5,Medium
BUS1148,ok,399 MVSM-KDG,2ce,Karekalpalya Cross,0,Medium
BUS1149,151,399-C,27l,Eradu Kamba,11,Low
BUS1150,2sh,347-C KMT-CKBR,21s,Thippasandra Gate,6,Medium
BUS1151,2js,286-F,2lm,Chenuvalli,14,Low
BUS1152,2bj,8THM-D315,4ks,Subramanyapura Post Office,8,High
BUS1153,2x7,226-MB,5yi,Nelamangala Hunasemara,17,High
BUS1154,nb,354-B KBS-KMT-STH,2qx,Huskur Bare,20,High
BUS1155,2m1,213-Q HRH-MTRPR,4bi,Kencharayana Doddy,17,High
BUS1156,1qd,319 KRPGH-TNF-KDG,33e,Bidadi Railway Station,14,Low
BUS1157,1b1,KANGOVI-1,2ig,Srikanteshwara Park,11,Low
BUS1158,zg,213-WA,1j0,Sir M Vishweshwaraiah Railway Station,2,Medium
BUS1159,1zs,D16-DPJN,b1,Ramanjaneya Layout Chikkallasandra,10,High
BUS1160,pz,314-A,dd,Bayyappanahalli Metro Station,5,Medium
